ID	Longitud	Latitud	Region_Homogenea	Departamento	Municipio	Inferior	Normal	Superior	Indice	Porcentaje
27116	-73.425	1.825	Norte Amazonia	GUAVIARE	CALAMAR	26.8	20.4	52.8	3	52.8
27117	-73.375	1.825	Norte Amazonia	GUAVIARE	CALAMAR	25.9	23.2	50.9	3	50.9
27118	-73.325	1.825	Norte Amazonia	GUAVIARE	CALAMAR	27.2	22.5	50.3	3	50.3
27119	-73.275	1.825	Norte Amazonia	GUAVIARE	CALAMAR	26.3	21	52.7	3	52.7
27120	-73.225	1.825	Norte Amazonia	GUAVIARE	CALAMAR	27.3	19.2	53.5	3	53.5
27121	-73.175	1.825	Norte Amazonia	GUAVIARE	CALAMAR	25.4	19.2	55.4	3	55.4
27122	-73.125	1.825	Norte Amazonia	GUAVIARE	CALAMAR	24.7	20.8	54.5	3	54.5
27123	-73.075	1.825	Norte Amazonia	GUAVIARE	CALAMAR	24.1	23	52.9	3	52.9
27124	-73.025	1.825	Norte Amazonia	GUAVIARE	CALAMAR	23.7	21.3	55	3	55
27125	-72.975	1.825	Norte Amazonia	GUAVIARE	CALAMAR	24.1	21.3	54.5	3	54.5
27126	-72.925	1.825	Norte Amazonia	GUAVIARE	CALAMAR	24.1	23	52.9	3	52.9
27127	-72.875	1.825	Norte Amazonia	GUAVIARE	CALAMAR	24.4	25.8	49.8	3	49.8
27128	-72.825	1.825	Norte Amazonia	GUAVIARE	CALAMAR	26.5	24.1	49.4	3	49.4
27129	-72.775	1.825	Norte Amazonia	GUAVIARE	CALAMAR	25.2	19.5	55.3	3	55.3
27130	-72.725	1.825	Norte Amazonia	GUAVIARE	CALAMAR	26	25.3	48.6	3	48.6
27131	-72.675	1.825	Norte Amazonia	GUAVIARE	CALAMAR	27.1	17.6	55.3	3	55.3
27132	-72.625	1.825	Norte Amazonia	GUAVIARE	CALAMAR	26.5	17.3	56.1	3	56.1
27133	-72.575	1.825	Norte Amazonia	GUAVIARE	CALAMAR	27	22.8	50.2	3	50.2
27134	-72.525	1.825	Norte Amazonia	GUAVIARE	CALAMAR	23.7	23.4	52.9	3	52.9
27135	-72.475	1.825	Norte Amazonia	GUAVIARE	CALAMAR	23.3	26.6	50.1	3	50.1
27136	-72.425	1.825	Norte Amazonia	GUAVIARE	CALAMAR	23.2	23.8	52.9	3	52.9
27137	-72.375	1.825	Norte Amazonia	GUAVIARE	MIRAFLORES	22	26.3	51.6	3	51.6
27138	-72.325	1.825	Norte Amazonia	GUAVIARE	MIRAFLORES	21.9	22.9	55.1	3	55.1
27139	-72.275	1.825	Norte Amazonia	GUAVIARE	MIRAFLORES	24	21.2	54.8	3	54.8
27140	-72.225	1.825	Norte Amazonia	GUAVIARE	MIRAFLORES	23.2	25.2	51.6	3	51.6
27141	-72.175	1.825	Norte Amazonia	GUAVIARE	MIRAFLORES	22.3	26.7	51.1	3	51.1
27142	-72.125	1.825	Norte Amazonia	GUAVIARE	MIRAFLORES	22.8	26.7	50.5	3	50.5
27143	-72.075	1.825	Norte Amazonia	GUAVIARE	MIRAFLORES	25.6	28.3	46.1	3	46.1
27144	-72.025	1.825	Norte Amazonia	GUAVIARE	MIRAFLORES	25.9	25.7	48.4	3	48.4
27145	-71.975	1.825	Norte Amazonia	GUAVIARE	MIRAFLORES	28.8	21	50.1	3	50.1
27146	-71.925	1.825	Norte Amazonia	GUAVIARE	MIRAFLORES	30.1	21.4	48.5	3	48.5
27147	-71.875	1.825	Norte Amazonia	GUAVIARE	MIRAFLORES	28.9	21.5	49.6	3	49.6
27148	-71.825	1.825	Norte Amazonia	GUAVIARE	MIRAFLORES	27.3	21.9	50.8	3	50.8
27149	-71.775	1.825	Norte Amazonia	GUAVIARE	MIRAFLORES	26.7	23.1	50.2	3	50.2
27150	-71.725	1.825	Norte Amazonia	GUAVIARE	MIRAFLORES	27.2	23.7	49	3	49
27151	-71.675	1.825	Norte Amazonia	GUAVIARE	EL RETORNO	25.3	25.7	49	3	49
27152	-71.625	1.825	Norte Amazonia	GUAVIARE	EL RETORNO	25.4	22.7	51.9	3	51.9
27153	-71.575	1.825	Norte Amazonia	GUAVIARE	EL RETORNO	24.4	24.7	50.9	3	50.9
27154	-71.525	1.825	Norte Amazonia	GUAVIARE	EL RETORNO	23.1	23.4	53.4	3	53.4
27155	-71.475	1.825	Norte Amazonia	GUAVIARE	EL RETORNO	22.3	22.7	55	3	55
27156	-71.425	1.825	Norte Amazonia	GUAVIARE	EL RETORNO	21.8	21.6	56.6	3	56.6
27157	-71.375	1.825	Norte Amazonia	GUAVIARE	EL RETORNO	24.9	19	56.1	3	56.1
27158	-71.325	1.825	Norte Amazonia	GUAVIARE	EL RETORNO	19.8	26.5	53.6	3	53.6
27159	-71.275	1.825	Norte Amazonia	GUAVIARE	EL RETORNO	25.5	18.8	55.8	3	55.8
27160	-71.225	1.825	Norte Amazonia	GUAVIARE	EL RETORNO	24.1	19	56.9	3	56.9
27161	-71.175	1.825	Norte Amazonia	GUAVIARE	EL RETORNO	23.2	18.6	58.2	3	58.2
27162	-71.125	1.825	Norte Amazonia	GUAVIARE	EL RETORNO	23.3	19	57.7	3	57.7
27163	-71.075	1.825	Norte Amazonia	GUAVIARE	EL RETORNO	22.7	20.4	56.9	3	56.9
27164	-71.025	1.825	Norte Amazonia	GUAVIARE	EL RETORNO	19.5	19.1	61.4	3	61.4
27165	-70.975	1.825	Norte Amazonia	VAUPÉS	PAPUNAHUA	16.5	20.7	62.7	3	62.7
27166	-70.925	1.825	Norte Amazonia	VAUPÉS	PAPUNAHUA	17.7	20.5	61.8	3	61.8
27167	-70.875	1.825	Norte Amazonia	VAUPÉS	PAPUNAHUA	18.4	19.4	62.2	3	62.2
27168	-70.825	1.825	Norte Amazonia	VAUPÉS	PAPUNAHUA	17.3	19.9	62.9	3	62.9
27169	-70.775	1.825	Norte Amazonia	VAUPÉS	PAPUNAHUA	17.6	20.2	62.1	3	62.1
27170	-70.725	1.825	Norte Amazonia	VAUPÉS	PAPUNAHUA	18.7	19.5	61.9	3	61.9
27171	-70.675	1.825	Norte Amazonia	VAUPÉS	PAPUNAHUA	17.4	21.1	61.4	3	61.4
27172	-70.625	1.825	Norte Amazonia	VAUPÉS	PAPUNAHUA	18.8	20.9	60.3	3	60.3
27173	-70.575	1.825	Norte Amazonia	VAUPÉS	PAPUNAHUA	18.9	19.1	62.1	3	62.1
27174	-70.525	1.825	Norte Amazonia	VAUPÉS	PAPUNAHUA	16.5	25	58.5	3	58.5
27175	-70.475	1.825	Norte Amazonia	VAUPÉS	PAPUNAHUA	14.9	26.9	58.2	3	58.2
27176	-70.425	1.825	Norte Amazonia	VAUPÉS	PAPUNAHUA	14.4	32.6	53	3	53
27177	-70.375	1.825	Norte Amazonia	VAUPÉS	PAPUNAHUA	12	34.5	53.5	3	53.5
27178	-70.325	1.825	Norte Amazonia	VAUPÉS	PAPUNAHUA	13.9	28.5	57.6	3	57.6
27179	-70.275	1.825	Norte Amazonia	VAUPÉS	PAPUNAHUA	14.7	23.1	62.3	3	62.3
27180	-70.225	1.825	Norte Amazonia	VAUPÉS	PAPUNAHUA	13.5	25.4	61.1	3	61.1
27181	-70.175	1.825	Norte Amazonia	VAUPÉS	PAPUNAHUA	15.3	26.5	58.2	3	58.2
27182	-70.125	1.825	Norte Amazonia	VAUPÉS	PAPUNAHUA	13.7	28.1	58.1	3	58.1
27183	-70.075	1.825	Norte Amazonia	GUAINÍA	PANA PANA	13.5	30	56.5	3	56.5
27184	-70.025	1.825	Norte Amazonia	GUAINÍA	PANA PANA	10.5	31.3	58.2	3	58.2
27185	-69.975	1.825	Norte Amazonia	GUAINÍA	PANA PANA	10.6	32.4	57	3	57
27186	-69.925	1.825	Norte Amazonia	GUAINÍA	PANA PANA	11.3	32.6	56.1	3	56.1
27187	-69.875	1.825	Norte Amazonia	GUAINÍA	PANA PANA	11.5	28.2	60.3	3	60.3
27188	-69.825	1.825	Norte Amazonia	GUAINÍA	PANA PANA	11.3	28.8	59.8	3	59.8
27189	-69.775	1.825	Norte Amazonia	GUAINÍA	PANA PANA	13.7	25.8	60.5	3	60.5
27190	-69.725	1.825	Norte Amazonia	GUAINÍA	PANA PANA	13.3	26	60.6	3	60.6
27191	-69.675	1.825	Norte Amazonia	GUAINÍA	PANA PANA	14.5	23.5	62	3	62
27192	-69.625	1.825	Norte Amazonia	GUAINÍA	PANA PANA	14.7	24.3	61	3	61
27193	-69.575	1.825	Norte Amazonia	GUAINÍA	PANA PANA	18.9	25.8	55.3	3	55.3
27194	-69.525	1.825	Norte Amazonia	GUAINÍA	PANA PANA	20	23.3	56.7	3	56.7
27195	-69.475	1.825	Norte Amazonia	GUAINÍA	PANA PANA	20.8	15.8	63.4	3	63.4
27196	-69.425	1.825	Norte Amazonia	GUAINÍA	PANA PANA	17.8	22	60.3	3	60.3
27197	-69.375	1.825	Norte Amazonia	GUAINÍA	PANA PANA	16.5	21.1	62.3	3	62.3
27198	-69.325	1.825	Norte Amazonia	GUAINÍA	PANA PANA	17.3	20.1	62.6	3	62.6
27199	-69.275	1.825	Norte Amazonia	GUAINÍA	PANA PANA	17.1	19.9	63	3	63
27200	-69.225	1.825	Norte Amazonia	GUAINÍA	PANA PANA	16.9	19.4	63.8	3	63.8
27201	-69.175	1.825	Norte Amazonia	GUAINÍA	PANA PANA	15.1	29.4	55.5	3	55.5
27202	-69.125	1.825	Norte Amazonia	GUAINÍA	PANA PANA	15	32.3	52.7	3	52.7
27203	-69.075	1.825	Norte Amazonia	GUAINÍA	PANA PANA	17.6	23	59.3	3	59.3
27204	-69.025	1.825	Norte Amazonia	GUAINÍA	PANA PANA	18	26.7	55.3	3	55.3
27205	-68.975	1.825	Norte Amazonia	GUAINÍA	PANA PANA	19	24.4	56.7	3	56.7
27206	-68.925	1.825	Norte Amazonia	GUAINÍA	PANA PANA	17.5	22.6	59.9	3	59.9
27207	-68.875	1.825	Norte Amazonia	GUAINÍA	PANA PANA	17.9	26.7	55.4	3	55.4
27208	-68.825	1.825	Norte Amazonia	GUAINÍA	PANA PANA	21.1	26	52.9	3	52.9
27209	-68.775	1.825	Norte Amazonia	GUAINÍA	PANA PANA	20.7	25.5	53.9	3	53.9
27210	-68.725	1.825	Norte Amazonia	GUAINÍA	PANA PANA	16.6	32.2	51.2	3	51.2
27211	-68.675	1.825	Norte Amazonia	GUAINÍA	PANA PANA	14.1	32.8	53.2	3	53.2
27212	-68.625	1.825	Norte Amazonia	GUAINÍA	PANA PANA	12.8	33.8	53.4	3	53.4
27213	-68.575	1.825	Norte Amazonia	GUAINÍA	PANA PANA	12.4	36.8	50.9	3	50.9
27214	-68.525	1.825	Norte Amazonia	GUAINÍA	PANA PANA	12.4	31.9	55.7	3	55.7
27215	-68.475	1.825	Norte Amazonia	GUAINÍA	PANA PANA	14.4	25.9	59.7	3	59.7
27216	-68.425	1.825	Norte Amazonia	GUAINÍA	PANA PANA	14.4	28.2	57.4	3	57.4
27217	-68.375	1.825	Norte Amazonia	GUAINÍA	PANA PANA	13.5	29.5	57.1	3	57.1
27218	-68.325	1.825	Norte Amazonia	GUAINÍA	PANA PANA	14.3	26.9	58.8	3	58.8
27219	-68.275	1.825	Norte Amazonia	GUAINÍA	PANA PANA	14.3	27.2	58.5	3	58.5
27220	-68.225	1.825	Norte Amazonia	GUAINÍA	PANA PANA	13.5	29	57.5	3	57.5
27221	-68.025	1.825	Norte Amazonia	GUAINÍA	PUERTO COLOMBIA	17.4	24.5	58.1	3	58.1
27222	-67.975	1.825	Norte Amazonia	GUAINÍA	PUERTO COLOMBIA	17.4	22.4	60.1	3	60.1
27223	-67.925	1.825	Norte Amazonia	GUAINÍA	PUERTO COLOMBIA	16.9	24.1	59	3	59
27224	-67.175	1.825	Norte Amazonia	GUAINÍA	SAN FELIPE	18.8	23.1	58.1	3	58.1
27225	-67.125	1.825	Norte Amazonia	GUAINÍA	SAN FELIPE	18.8	20.7	60.5	3	60.5
27226	-67.075	1.825	Norte Amazonia	GUAINÍA	SAN FELIPE	17.9	21	61.1	3	61.1
27227	-67.025	1.825	Norte Amazonia	GUAINÍA	SAN FELIPE	18.6	20.8	60.6	3	60.6
27228	-78.925	1.775	Patía y Mira	NARIÑO	SAN ANDRÉS DE TUMACO	20.3	20.2	59.5	3	59.5
27229	-78.875	1.775	Patía y Mira	NARIÑO	SAN ANDRÉS DE TUMACO	20.8	20.3	58.9	3	58.9
27230	-78.825	1.775	Patía y Mira	NARIÑO	SAN ANDRÉS DE TUMACO	20.3	21.5	58.2	3	58.2
27231	-78.775	1.775	Patía y Mira	NARIÑO	SAN ANDRÉS DE TUMACO	20.1	22.7	57.2	3	57.2
27232	-78.725	1.775	Patía y Mira	NARIÑO	SAN ANDRÉS DE TUMACO	19	22.4	58.7	3	58.7
27233	-78.675	1.775	Patía y Mira	NARIÑO	SAN ANDRÉS DE TUMACO	20.2	24.3	55.4	3	55.4
27234	-78.625	1.775	Patía y Mira	NARIÑO	SAN ANDRÉS DE TUMACO	19	24.6	56.5	3	56.5
27235	-78.575	1.775	Patía y Mira	NARIÑO	SAN ANDRÉS DE TUMACO	19.1	22.7	58.2	3	58.2
27236	-78.525	1.775	Patía y Mira	NARIÑO	SAN ANDRÉS DE TUMACO	19.1	25.2	55.7	3	55.7
27237	-78.475	1.775	Patía y Mira	NARIÑO	SAN ANDRÉS DE TUMACO	20.2	22.6	57.2	3	57.2
27238	-78.425	1.775	Patía y Mira	NARIÑO	ROBERTO PAYÁN	19.5	28	52.5	3	52.5
27239	-78.375	1.775	Patía y Mira	NARIÑO	ROBERTO PAYÁN	20	21.5	58.5	3	58.5
27240	-78.325	1.775	Patía y Mira	NARIÑO	ROBERTO PAYÁN	17.7	26.9	55.4	3	55.4
27241	-78.275	1.775	Patía y Mira	NARIÑO	ROBERTO PAYÁN	14.6	32.4	53.1	3	53.1
27242	-78.225	1.775	Patía y Mira	NARIÑO	MAGÜÍ	16.1	30.9	53	3	53
27243	-78.175	1.775	Patía y Mira	NARIÑO	MAGÜÍ	15.2	29.8	55	3	55
27244	-78.125	1.775	Patía y Mira	NARIÑO	MAGÜÍ	14.6	30	55.4	3	55.4
27245	-78.075	1.775	Patía y Mira	NARIÑO	MAGÜÍ	14.5	30.1	55.4	3	55.4
27246	-78.025	1.775	Patía y Mira	NARIÑO	MAGÜÍ	13.7	25.9	60.3	3	60.3
27247	-77.975	1.775	Patía y Mira	NARIÑO	MAGÜÍ	17.3	22.9	59.7	3	59.7
27248	-77.925	1.775	Sur Magdalena - Cauca	NARIÑO	BARBACOAS	14.6	26.2	59.2	3	59.2
27249	-77.875	1.775	Sur Magdalena - Cauca	NARIÑO	LOS ANDES	14.3	20	65.7	3	65.7
27250	-77.825	1.775	Sur Magdalena - Cauca	NARIÑO	LOS ANDES	17.7	14.2	68	3	68
27251	-77.775	1.775	Sur Magdalena - Cauca	NARIÑO	LOS ANDES	15.6	18.6	65.9	3	65.9
27252	-77.725	1.775	Sur Magdalena - Cauca	NARIÑO	LOS ANDES	16.3	16.9	66.8	3	66.8
27253	-77.675	1.775	Sur Magdalena - Cauca	NARIÑO	LOS ANDES	21.4	14.3	64.3	3	64.3
27254	-77.625	1.775	Sur Magdalena - Cauca	NARIÑO	CUMBITARA	21.6	16.7	61.7	3	61.7
27255	-77.575	1.775	Sur Magdalena - Cauca	NARIÑO	POLICARPA	22.8	22.2	55	3	55
27256	-77.525	1.775	Sur Magdalena - Cauca	NARIÑO	POLICARPA	23.5	21.4	55.1	3	55.1
27257	-77.475	1.775	Sur Magdalena - Cauca	NARIÑO	POLICARPA	23.3	22	54.6	3	54.6
27258	-77.425	1.775	Sur Magdalena - Cauca	NARIÑO	POLICARPA	25.6	22	52.4	3	52.4
27259	-77.375	1.775	Sur Magdalena - Cauca	NARIÑO	EL ROSARIO	26.3	17.1	56.5	3	56.5
27260	-77.325	1.775	Sur Magdalena - Cauca	NARIÑO	EL ROSARIO	23.9	21.5	54.6	3	54.6
27261	-77.275	1.775	Sur Magdalena - Cauca	CAUCA	MERCADERES	28.8	21.7	49.5	3	49.5
27262	-77.225	1.775	Sur Magdalena - Cauca	CAUCA	MERCADERES	29.6	22	48.4	3	48.4
27263	-77.175	1.775	Sur Magdalena - Cauca	CAUCA	MERCADERES	30.3	22.7	47	3	47
27264	-77.125	1.775	Sur Magdalena - Cauca	CAUCA	MERCADERES	25.5	25.6	48.8	3	48.8
27265	-77.075	1.775	Sur Magdalena - Cauca	CAUCA	MERCADERES	23.9	27.1	49	3	49
27266	-77.025	1.775	Sur Magdalena - Cauca	CAUCA	MERCADERES	25.6	26.2	48.2	3	48.2
27267	-76.975	1.775	Sur Magdalena - Cauca	CAUCA	BOLÍVAR	27.2	20.7	52	3	52
27268	-76.925	1.775	Sur Magdalena - Cauca	CAUCA	BOLÍVAR	26.9	18.7	54.3	3	54.3
27269	-76.875	1.775	Sur Magdalena - Cauca	CAUCA	BOLÍVAR	26	18.6	55.4	3	55.4
27270	-76.825	1.775	Sur Magdalena - Cauca	CAUCA	SAN SEBASTIÁN	25.2	17.8	57.1	3	57.1
27271	-76.775	1.775	Norte Amazonia	CAUCA	SAN SEBASTIÁN	19.7	22.5	57.8	3	57.8
27272	-76.725	1.775	Norte Amazonia	CAUCA	SANTA ROSA	19.2	20	60.8	3	60.8
27273	-76.675	1.775	Norte Amazonia	CAUCA	SANTA ROSA	17.7	19.2	63	3	63
27274	-76.625	1.775	Norte Amazonia	CAUCA	SANTA ROSA	14.6	26	59.4	3	59.4
27275	-76.575	1.775	Norte Amazonia	CAUCA	SANTA ROSA	14.2	29	56.7	3	56.7
27276	-76.525	1.775	Norte Amazonia	CAUCA	SANTA ROSA	13.4	30	56.7	3	56.7
27277	-76.475	1.775	Norte Amazonia	CAUCA	SANTA ROSA	12.9	31.3	55.8	3	55.8
27278	-76.425	1.775	Norte Amazonia	HUILA	SAN AGUSTÍN	12.7	28.5	58.8	3	58.8
27279	-76.375	1.775	Norte Amazonia	HUILA	SAN AGUSTÍN	14.1	24.1	61.8	3	61.8
27280	-76.325	1.775	Norte Amazonia	HUILA	SAN AGUSTÍN	15.1	22.5	62.4	3	62.4
27281	-76.275	1.775	Norte Amazonia	HUILA	SAN AGUSTÍN	14.3	25.4	60.3	3	60.3
27282	-76.225	1.775	Norte Amazonia	HUILA	PITALITO	15.6	22.4	62	3	62
27283	-76.175	1.775	Norte Amazonia	HUILA	PITALITO	15.8	28.1	56.2	3	56.2
27284	-76.125	1.775	Norte Amazonia	HUILA	PITALITO	15.9	29.6	54.5	3	54.5
27285	-76.075	1.775	Norte Amazonia	HUILA	PITALITO	16.6	33	50.4	3	50.4
27286	-76.025	1.775	Norte Amazonia	HUILA	PITALITO	15.2	32.9	51.8	3	51.8
27287	-75.975	1.775	Norte Amazonia	HUILA	ACEVEDO	18.2	32.6	49.2	3	49.2
27288	-75.925	1.775	Norte Amazonia	HUILA	ACEVEDO	17.5	30.7	51.8	3	51.8
27289	-75.875	1.775	Norte Amazonia	HUILA	ACEVEDO	15.9	30.8	53.3	3	53.3
27290	-75.825	1.775	Norte Amazonia	HUILA	SUAZA	14.1	28.1	57.8	3	57.8
27291	-75.775	1.775	Norte Amazonia	HUILA	SUAZA	14.8	25.1	60.1	3	60.1
27292	-75.725	1.775	Norte Amazonia	CAQUETÁ	FLORENCIA	15.4	21.9	62.7	3	62.7
27293	-75.675	1.775	Norte Amazonia	CAQUETÁ	FLORENCIA	15.1	18.1	66.8	3	66.8
27294	-75.625	1.775	Norte Amazonia	CAQUETÁ	FLORENCIA	14.6	21	64.4	3	64.4
27295	-75.575	1.775	Norte Amazonia	CAQUETÁ	FLORENCIA	15.5	19.1	65.4	3	65.4
27296	-75.525	1.775	Norte Amazonia	CAQUETÁ	FLORENCIA	15.9	21.7	62.4	3	62.4
27297	-75.475	1.775	Norte Amazonia	CAQUETÁ	FLORENCIA	16.4	19.6	64	3	64
27298	-75.425	1.775	Norte Amazonia	CAQUETÁ	FLORENCIA	18.1	18.2	63.7	3	63.7
27299	-75.375	1.775	Norte Amazonia	CAQUETÁ	EL PAUJÍL	15.6	21.2	63.3	3	63.3
27300	-75.325	1.775	Norte Amazonia	CAQUETÁ	EL DONCELLO	15.8	19.9	64.2	3	64.2
27301	-75.275	1.775	Norte Amazonia	CAQUETÁ	EL DONCELLO	14.5	22.1	63.4	3	63.4
27302	-75.225	1.775	Norte Amazonia	CAQUETÁ	PUERTO RICO	15.6	19.5	64.8	3	64.8
27303	-75.175	1.775	Norte Amazonia	CAQUETÁ	PUERTO RICO	15.5	21.2	63.3	3	63.3
27304	-75.125	1.775	Norte Amazonia	CAQUETÁ	PUERTO RICO	18	17.9	64.2	3	64.2
27305	-75.075	1.775	Norte Amazonia	CAQUETÁ	PUERTO RICO	17.5	18	64.5	3	64.5
27306	-75.025	1.775	Norte Amazonia	CAQUETÁ	PUERTO RICO	18.5	16.1	65.3	3	65.3
27307	-74.975	1.775	Norte Amazonia	CAQUETÁ	PUERTO RICO	19.3	17.1	63.6	3	63.6
27308	-74.925	1.775	Norte Amazonia	CAQUETÁ	PUERTO RICO	19.5	15.3	65.2	3	65.2
27309	-74.875	1.775	Norte Amazonia	CAQUETÁ	PUERTO RICO	20.7	15.4	63.9	3	63.9
27310	-74.825	1.775	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	21.6	16.2	62.3	3	62.3
27311	-74.775	1.775	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	22.4	17.6	59.9	3	59.9
27312	-74.725	1.775	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	22.3	17.4	60.3	3	60.3
27313	-74.675	1.775	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	21.7	16.3	62	3	62
27314	-74.625	1.775	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	22.3	19.3	58.4	3	58.4
27315	-74.575	1.775	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	22.3	20.3	57.4	3	57.4
27316	-74.525	1.775	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	23.7	20.4	55.9	3	55.9
27317	-74.475	1.775	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	23.4	15.9	60.6	3	60.6
27318	-74.425	1.775	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	22.3	14.1	63.6	3	63.6
27319	-74.375	1.775	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	25.3	11.1	63.6	3	63.6
27320	-74.325	1.775	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	24.1	10.5	65.4	3	65.4
27321	-74.275	1.775	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	22.3	14.5	63.2	3	63.2
27322	-74.225	1.775	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	22.5	14.7	62.8	3	62.8
27323	-74.175	1.775	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	23.8	15.2	60.9	3	60.9
27324	-74.125	1.775	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	24.7	17.2	58.1	3	58.1
27325	-74.075	1.775	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	24.3	19.4	56.4	3	56.4
27326	-74.025	1.775	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	24.2	20.8	55	3	55
27327	-73.975	1.775	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	23.4	20.6	56	3	56
27328	-73.925	1.775	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	23.5	22.1	54.5	3	54.5
27329	-73.875	1.775	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	24.8	20.1	55.1	3	55.1
27330	-73.825	1.775	Norte Amazonia	META	LA MACARENA	24.2	19.6	56.1	3	56.1
27331	-73.775	1.775	Norte Amazonia	META	LA MACARENA	25	20.8	54.3	3	54.3
27332	-73.725	1.775	Norte Amazonia	META	LA MACARENA	23.8	22	54.2	3	54.2
27333	-73.675	1.775	Norte Amazonia	META	LA MACARENA	22.1	24.3	53.6	3	53.6
27334	-73.625	1.775	Norte Amazonia	GUAVIARE	CALAMAR	22.9	23.5	53.6	3	53.6
27335	-73.575	1.775	Norte Amazonia	GUAVIARE	CALAMAR	23.4	21	55.6	3	55.6
27336	-73.525	1.775	Norte Amazonia	GUAVIARE	CALAMAR	22.7	21.7	55.6	3	55.6
27337	-73.475	1.775	Norte Amazonia	GUAVIARE	CALAMAR	25.4	19.9	54.7	3	54.7
27338	-73.425	1.775	Norte Amazonia	GUAVIARE	CALAMAR	26.9	18.8	54.3	3	54.3
27339	-73.375	1.775	Norte Amazonia	GUAVIARE	CALAMAR	27.4	23.1	49.6	3	49.6
27340	-73.325	1.775	Norte Amazonia	GUAVIARE	CALAMAR	26.9	22.4	50.7	3	50.7
27341	-73.275	1.775	Norte Amazonia	GUAVIARE	CALAMAR	26.6	20.6	52.8	3	52.8
27342	-73.225	1.775	Norte Amazonia	GUAVIARE	CALAMAR	26.2	20.8	53	3	53
27343	-73.175	1.775	Norte Amazonia	GUAVIARE	CALAMAR	25.5	19.8	54.7	3	54.7
27344	-73.125	1.775	Norte Amazonia	GUAVIARE	CALAMAR	25.3	19.4	55.3	3	55.3
27345	-73.075	1.775	Norte Amazonia	GUAVIARE	CALAMAR	24.1	21.7	54.2	3	54.2
27346	-73.025	1.775	Norte Amazonia	GUAVIARE	CALAMAR	24	21	55	3	55
27347	-72.975	1.775	Norte Amazonia	GUAVIARE	CALAMAR	24	21.7	54.3	3	54.3
27348	-72.925	1.775	Norte Amazonia	GUAVIARE	CALAMAR	23.1	23	53.9	3	53.9
27349	-72.875	1.775	Norte Amazonia	GUAVIARE	CALAMAR	25	25.4	49.6	3	49.6
27350	-72.825	1.775	Norte Amazonia	GUAVIARE	CALAMAR	25.4	24.7	49.8	3	49.8
27351	-72.775	1.775	Norte Amazonia	GUAVIARE	CALAMAR	25.5	18.8	55.7	3	55.7
27352	-72.725	1.775	Norte Amazonia	GUAVIARE	CALAMAR	27	24.2	48.7	3	48.7
27353	-72.675	1.775	Norte Amazonia	GUAVIARE	CALAMAR	25.9	18.8	55.3	3	55.3
27354	-72.625	1.775	Norte Amazonia	GUAVIARE	CALAMAR	27.1	17	55.9	3	55.9
27355	-72.575	1.775	Norte Amazonia	GUAVIARE	CALAMAR	27.9	22	50.1	3	50.1
27356	-72.525	1.775	Norte Amazonia	GUAVIARE	CALAMAR	23.7	24.6	51.7	3	51.7
27357	-72.475	1.775	Norte Amazonia	GUAVIARE	CALAMAR	25.5	24	50.5	3	50.5
27358	-72.425	1.775	Norte Amazonia	GUAVIARE	CALAMAR	23.4	24.2	52.5	3	52.5
27359	-72.375	1.775	Norte Amazonia	GUAVIARE	CALAMAR	22.1	26.6	51.3	3	51.3
27360	-72.325	1.775	Norte Amazonia	GUAVIARE	MIRAFLORES	22.6	22.1	55.3	3	55.3
27361	-72.275	1.775	Norte Amazonia	GUAVIARE	MIRAFLORES	22.6	22.1	55.3	3	55.3
27362	-72.225	1.775	Norte Amazonia	GUAVIARE	MIRAFLORES	21.6	26.4	52	3	52
27363	-72.175	1.775	Norte Amazonia	GUAVIARE	MIRAFLORES	22	26.3	51.7	3	51.7
27364	-72.125	1.775	Norte Amazonia	GUAVIARE	MIRAFLORES	24.5	24.6	50.8	3	50.8
27365	-72.075	1.775	Norte Amazonia	GUAVIARE	MIRAFLORES	25.1	27.7	47.3	3	47.3
