ID	Longitud	Latitud	Region_Homogenea	Departamento	Municipio	Correlacion_Pearson	Correlacion_Spearman	Hit-Skill-Score	k-2AFC-Score	k-2AFC-Categorical	k-2AFC-Continuous	ROC-above	ROC-below
14629	-70.425	4.875	Orinoquia oriental	VICHADA	SANTA ROSALÍA	0.4	0.35	12.79	61.79	63.73	65.52	0.71	0.64
14630	-70.375	4.875	Orinoquia oriental	VICHADA	SANTA ROSALÍA	0.41	0.37	2.33	62.79	62.17	66.78	0.71	0.67
14631	-70.325	4.875	Orinoquia oriental	VICHADA	SANTA ROSALÍA	0.4	0.35	5.81	61.68	61.93	65.69	0.71	0.65
14632	-70.275	4.875	Orinoquia oriental	VICHADA	SANTA ROSALÍA	0.38	0.32	16.28	60.47	63.93	66.78	0.76	0.61
14633	-70.225	4.875	Orinoquia oriental	VICHADA	SANTA ROSALÍA	0.37	0.33	12.79	61.13	62.42	64.77	0.73	0.6
14634	-70.175	4.875	Orinoquia oriental	VICHADA	CUMARIBO	0.37	0.31	12.79	60.35	62.42	64.77	0.73	0.6
14635	-70.125	4.875	Orinoquia oriental	VICHADA	CUMARIBO	0.39	0.36	9.3	62.46	65.03	66.67	0.73	0.65
14636	-70.075	4.875	Orinoquia oriental	VICHADA	CUMARIBO	0.4	0.38	-2.33	63.34	61.2	62.18	0.66	0.63
14637	-70.025	4.875	Orinoquia oriental	VICHADA	CUMARIBO	0.4	0.39	2.33	63.68	62.6	64.72	0.7	0.63
14638	-69.975	4.875	Orinoquia oriental	VICHADA	CUMARIBO	0.45	0.43	-2.33	65.34	64.66	67.38	0.71	0.7
14639	-69.925	4.875	Orinoquia oriental	VICHADA	CUMARIBO	0.42	0.42	12.79	64.34	67.32	66.99	0.7	0.69
14640	-69.875	4.875	Orinoquia oriental	VICHADA	CUMARIBO	0.43	0.4	9.3	63.46	66.12	66.29	0.7	0.67
14641	-69.825	4.875	Orinoquia oriental	VICHADA	CUMARIBO	0.43	0.4	9.3	63.57	66.12	66.29	0.7	0.67
14642	-69.775	4.875	Orinoquia oriental	VICHADA	CUMARIBO	0.41	0.39	9.3	63.34	66.12	66.12	0.69	0.67
14643	-69.725	4.875	Orinoquia oriental	VICHADA	CUMARIBO	0.45	0.44	5.81	65.12	66.18	66.5	0.69	0.69
14644	-69.675	4.875	Orinoquia oriental	VICHADA	CUMARIBO	0.45	0.44	2.33	66	63.73	66.5	0.69	0.69
14645	-69.625	4.875	Orinoquia oriental	VICHADA	CUMARIBO	0.46	0.46	9.3	66.33	63.93	68.89	0.72	0.72
14646	-69.575	4.875	Orinoquia oriental	VICHADA	CUMARIBO	0.46	0.45	5.81	66	62.42	68.26	0.72	0.7
14647	-69.525	4.875	Orinoquia oriental	VICHADA	CUMARIBO	0.44	0.42	12.79	64.78	65.85	69.44	0.73	0.71
14648	-69.475	4.875	Orinoquia oriental	VICHADA	CUMARIBO	0.43	0.44	16.28	64.78	66.42	69.59	0.74	0.71
14649	-69.425	4.875	Orinoquia oriental	VICHADA	CUMARIBO	0.45	0.46	16.28	65.78	66.8	68.83	0.72	0.7
14650	-69.375	4.875	Orinoquia oriental	VICHADA	CUMARIBO	0.46	0.44	26.74	65.78	67.89	70.89	0.74	0.72
14651	-69.325	4.875	Orinoquia oriental	VICHADA	CUMARIBO	0.45	0.44	26.74	65.67	70.08	70.73	0.74	0.72
14652	-69.275	4.875	Orinoquia oriental	VICHADA	CUMARIBO	0.48	0.46	30.23	67.22	69.11	72.2	0.76	0.72
14653	-69.225	4.875	Orinoquia oriental	VICHADA	CUMARIBO	0.47	0.48	19.77	66.56	69.72	72.73	0.73	0.77
14654	-69.175	4.875	Orinoquia oriental	VICHADA	CUMARIBO	0.43	0.45	26.74	65.89	69.72	73.21	0.75	0.77
14655	-69.125	4.875	Orinoquia oriental	VICHADA	CUMARIBO	0.42	0.43	26.74	65.45	69.72	73.38	0.75	0.77
14656	-69.075	4.875	Orinoquia oriental	VICHADA	CUMARIBO	0.43	0.41	12.79	64.23	64.71	66.83	0.66	0.72
14657	-69.025	4.875	Orinoquia oriental	VICHADA	CUMARIBO	0.45	0.45	19.77	65.89	65.69	69.59	0.71	0.72
14658	-68.975	4.875	Orinoquia oriental	VICHADA	CUMARIBO	0.45	0.45	23.26	65.78	66.4	70.62	0.73	0.72
14659	-68.925	4.875	Orinoquia oriental	VICHADA	CUMARIBO	0.46	0.46	16.28	65.78	66.12	72.15	0.76	0.74
14660	-68.875	4.875	Orinoquia oriental	VICHADA	CUMARIBO	0.45	0.45	16.28	65.34	65.77	71.24	0.74	0.73
14661	-68.825	4.875	Orinoquia oriental	VICHADA	CUMARIBO	0.46	0.45	23.26	65.23	66.86	70.85	0.73	0.73
14662	-68.775	4.875	Orinoquia oriental	VICHADA	CUMARIBO	0.45	0.46	16.28	66	65.77	68.95	0.69	0.73
14663	-68.725	4.875	Orinoquia oriental	VICHADA	CUMARIBO	0.47	0.46	16.28	66	66.12	71.5	0.74	0.74
14664	-68.675	4.875	Orinoquia oriental	VICHADA	CUMARIBO	0.47	0.46	16.28	66.33	64.07	69.92	0.7	0.75
14665	-68.625	4.875	Orinoquia oriental	VICHADA	CUMARIBO	0.48	0.48	19.77	66.89	66.72	70.62	0.71	0.75
14666	-68.575	4.875	Orinoquia oriental	VICHADA	CUMARIBO	0.53	0.51	30.23	67.88	70.62	74.03	0.77	0.75
14667	-68.525	4.875	Orinoquia oriental	VICHADA	CUMARIBO	0.51	0.5	30.23	67.44	70.62	74.03	0.77	0.75
14668	-68.475	4.875	Orinoquia oriental	VICHADA	CUMARIBO	0.49	0.49	19.77	66.78	69.53	73.04	0.77	0.74
14669	-68.425	4.875	Orinoquia oriental	VICHADA	CUMARIBO	0.51	0.5	26.74	67.66	71.08	73.86	0.8	0.72
14670	-68.375	4.875	Orinoquia oriental	VICHADA	CUMARIBO	0.48	0.48	30.23	66.67	68.51	70.62	0.76	0.68
14671	-68.325	4.875	Orinoquia oriental	VICHADA	CUMARIBO	0.49	0.49	26.74	67	67.89	69.76	0.73	0.7
14672	-68.275	4.875	Orinoquia oriental	VICHADA	CUMARIBO	0.5	0.49	30.23	67	68.65	70.36	0.77	0.68
14673	-68.225	4.875	Orinoquia oriental	VICHADA	CUMARIBO	0.5	0.48	30.23	66.45	70.75	69.12	0.75	0.67
14674	-68.175	4.875	Orinoquia oriental	VICHADA	CUMARIBO	0.49	0.48	26.74	66.78	66.8	68.02	0.76	0.64
14675	-68.125	4.875	Orinoquia oriental	VICHADA	CUMARIBO	0.49	0.48	19.77	66.78	65.12	68.62	0.72	0.7
14676	-68.075	4.875	Orinoquia oriental	VICHADA	CUMARIBO	0.49	0.48	16.28	66.67	70.62	71.43	0.69	0.78
14677	-68.025	4.875	Orinoquia oriental	VICHADA	CUMARIBO	0.49	0.48	19.77	66.56	68.83	71.27	0.75	0.73
14678	-67.975	4.875	Orinoquia oriental	VICHADA	CUMARIBO	0.44	0.44	19.77	65.34	68.67	68.99	0.7	0.72
14679	-67.925	4.875	Orinoquia oriental	VICHADA	CUMARIBO	0.43	0.42	16.28	64.45	69.16	69.16	0.7	0.73
14680	-67.875	4.875	Orinoquia oriental	VICHADA	CUMARIBO	0.42	0.41	19.77	63.68	68.29	66.02	0.63	0.73
14681	-67.825	4.875	Orinoquia oriental	VICHADA	CUMARIBO	0.4	0.39	16.28	63.46	67.78	65.26	0.62	0.72
14682	-77.375	4.825	Pacífico norte y central	CHOCÓ	BAJO BAUDÓ	0.18	0.24	5.81	58.91	56.62	57.52	0.6	0.56
14683	-77.325	4.825	Pacífico norte y central	CHOCÓ	BAJO BAUDÓ	0.16	0.2	9.3	57.14	54.55	61.85	0.7	0.56
14684	-77.275	4.825	Pacífico norte y central	CHOCÓ	BAJO BAUDÓ	0.14	0.21	19.77	57.7	61.04	59.58	0.64	0.57
14685	-77.225	4.825	Pacífico norte y central	CHOCÓ	BAJO BAUDÓ	0.15	0.25	12.79	59.36	56.26	60.98	0.64	0.59
14686	-77.175	4.825	Pacífico norte y central	CHOCÓ	BAJO BAUDÓ	0.2	0.26	23.26	59.91	56.59	61.95	0.68	0.59
14687	-77.125	4.825	Pacífico norte y central	CHOCÓ	BAJO BAUDÓ	0.23	0.29	23.26	60.58	54.4	62.05	0.71	0.56
14688	-77.075	4.825	Pacífico norte y central	CHOCÓ	BAJO BAUDÓ	0.28	0.33	23.26	62.46	58.44	65.75	0.75	0.58
14689	-77.025	4.825	Pacífico norte y central	CHOCÓ	BAJO BAUDÓ	0.28	0.31	19.77	62.02	58.44	62.99	0.73	0.57
14690	-76.975	4.825	Pacífico norte y central	CHOCÓ	BAJO BAUDÓ	0.33	0.35	12.79	64.12	57.97	66.5	0.7	0.65
14691	-76.925	4.825	Pacífico norte y central	CHOCÓ	ISTMINA	0.35	0.36	9.3	63.57	58.13	64.07	0.73	0.59
14692	-76.875	4.825	Pacífico norte y central	CHOCÓ	MEDIO SAN JUAN	0.38	0.37	5.81	63.79	55.77	61.12	0.7	0.54
14693	-76.825	4.825	Pacífico norte y central	CHOCÓ	MEDIO SAN JUAN	0.38	0.38	2.33	63.79	56.15	63.44	0.7	0.59
14694	-76.775	4.825	Pacífico norte y central	CHOCÓ	NÓVITA	0.42	0.37	9.3	63.68	57.71	65.75	0.73	0.62
14695	-76.725	4.825	Pacífico norte y central	CHOCÓ	NÓVITA	0.44	0.4	19.77	64.45	61.69	67.05	0.73	0.65
14696	-76.675	4.825	Pacífico norte y central	CHOCÓ	NÓVITA	0.46	0.43	16.28	65.45	61.56	68.08	0.75	0.65
14697	-76.625	4.825	Pacífico norte y central	CHOCÓ	NÓVITA	0.47	0.4	23.26	64.45	61.12	65.91	0.74	0.62
14698	-76.575	4.825	Pacífico norte y central	CHOCÓ	NÓVITA	0.47	0.4	19.77	65.56	63.89	64.38	0.76	0.55
14699	-76.525	4.825	Risaralda - Saldaña	CHOCÓ	NÓVITA	0.43	0.36	19.77	62.57	64.15	64.23	0.64	0.68
14700	-76.475	4.825	Risaralda - Saldaña	CHOCÓ	SAN JOSÉ DEL PALMAR	0.36	0.27	5.81	59.36	62.91	57.73	0.61	0.56
14701	-76.425	4.825	Risaralda - Saldaña	CHOCÓ	SAN JOSÉ DEL PALMAR	0.28	0.21	9.3	57.25	61.85	55.84	0.61	0.52
14702	-76.375	4.825	Risaralda - Saldaña	CHOCÓ	SAN JOSÉ DEL PALMAR	0.25	0.18	16.28	55.15	63.64	54.71	0.58	0.53
14703	-76.325	4.825	Risaralda - Saldaña	CHOCÓ	SAN JOSÉ DEL PALMAR	0.24	0.18	5.81	55.37	57.63	50.65	0.52	0.5
14704	-76.275	4.825	Risaralda - Saldaña	CHOCÓ	SAN JOSÉ DEL PALMAR	0.22	0.19	16.28	56.04	60.67	53.42	0.48	0.58
14705	-76.225	4.825	Risaralda - Saldaña	CHOCÓ	SAN JOSÉ DEL PALMAR	0.24	0.16	12.79	54.49	59.76	55.93	0.55	0.58
14706	-76.175	4.825	Risaralda - Saldaña	VALLE DEL CAUCA	EL CAIRO	0.26	0.21	26.74	57.25	65.91	61.2	0.59	0.65
14707	-76.125	4.825	Risaralda - Saldaña	VALLE DEL CAUCA	ANSERMANUEVO	0.29	0.22	23.26	57.7	65.5	61.04	0.61	0.63
14708	-76.075	4.825	Risaralda - Saldaña	VALLE DEL CAUCA	ANSERMANUEVO	0.38	0.28	16.28	60.02	59.53	59.93	0.63	0.59
14709	-76.025	4.825	Risaralda - Saldaña	VALLE DEL CAUCA	ANSERMANUEVO	0.45	0.32	5.81	60.58	58.85	59.25	0.62	0.59
14710	-75.975	4.825	Risaralda - Saldaña	VALLE DEL CAUCA	ANSERMANUEVO	0.46	0.33	5.81	60.58	58.14	59.45	0.64	0.57
14711	-75.925	4.825	Risaralda - Saldaña	VALLE DEL CAUCA	ANSERMANUEVO	0.49	0.36	26.74	62.24	62.5	61.04	0.68	0.58
14712	-75.875	4.825	Risaralda - Saldaña	RISARALDA	PEREIRA	0.47	0.36	23.26	61.9	60.8	62.99	0.7	0.6
14713	-75.825	4.825	Risaralda - Saldaña	RISARALDA	PEREIRA	0.48	0.36	26.74	63.01	59.74	63.64	0.7	0.6
14714	-75.775	4.825	Risaralda - Saldaña	RISARALDA	PEREIRA	0.46	0.35	19.77	62.68	58.54	61.79	0.66	0.6
14715	-75.725	4.825	Risaralda - Saldaña	RISARALDA	PEREIRA	0.41	0.33	26.74	61.13	64.85	63.64	0.7	0.61
14716	-75.675	4.825	Risaralda - Saldaña	RISARALDA	DOSQUEBRADAS	0.39	0.33	16.28	60.69	61.28	62.01	0.69	0.59
14717	-75.625	4.825	Risaralda - Saldaña	RISARALDA	DOSQUEBRADAS	0.35	0.28	12.79	59.25	61.69	62.34	0.7	0.59
14718	-75.575	4.825	Risaralda - Saldaña	RISARALDA	SANTA ROSA DE CABAL	0.26	0.21	-2.33	56.81	57.47	57.95	0.67	0.53
14719	-75.525	4.825	Risaralda - Saldaña	RISARALDA	SANTA ROSA DE CABAL	0.24	0.15	5.81	54.93	57.8	54.96	0.6	0.52
14720	-75.475	4.825	Risaralda - Saldaña	RISARALDA	SANTA ROSA DE CABAL	0.15	0.21	5.81	57.36	61.03	59.48	0.66	0.56
14721	-75.425	4.825	Risaralda - Saldaña	CALDAS	VILLAMARÍA	0.13	0.21	9.3	57.36	62.66	58.99	0.65	0.56
14722	-75.375	4.825	Risaralda - Saldaña	CALDAS	VILLAMARÍA	0.17	0.21	16.28	57.14	62.34	59.9	0.63	0.6
14723	-75.325	4.825	Risaralda - Saldaña	TOLIMA	MURILLO	0.27	0.29	12.79	59.36	59.5	58.6	0.6	0.6
14724	-75.275	4.825	Risaralda - Saldaña	TOLIMA	MURILLO	0.3	0.3	12.79	59.14	61.87	58.86	0.59	0.62
14725	-75.225	4.825	Risaralda - Saldaña	TOLIMA	MURILLO	0.29	0.29	12.79	58.36	59.82	57.31	0.59	0.59
14726	-75.175	4.825	Risaralda - Saldaña	TOLIMA	MURILLO	0.32	0.34	19.77	60.69	64.77	64.77	0.7	0.65
14727	-75.125	4.825	Risaralda - Saldaña	TOLIMA	MURILLO	0.31	0.31	9.3	59.8	62.18	59.58	0.59	0.63
14728	-75.075	4.825	Risaralda - Saldaña	TOLIMA	LÍBANO	0.28	0.27	23.26	58.58	66.42	60.62	0.6	0.62
14729	-75.025	4.825	Risaralda - Saldaña	TOLIMA	LÍBANO	0.18	0.17	26.74	55.26	63.64	54.22	0.58	0.52
14730	-74.975	4.825	Risaralda - Saldaña	TOLIMA	LÉRIDA	0.09	0.07	19.77	52.6	64.87	53.27	0.57	0.5
14731	-74.925	4.825	Risaralda - Saldaña	TOLIMA	LÉRIDA	0	0	16.28	50.28	60.98	50.08	0.59	0.43
14732	-74.875	4.825	Risaralda - Saldaña	TOLIMA	LÉRIDA	-0.06	-0.1	16.28	45.96	56.82	43.83	0.48	0.38
14733	-74.825	4.825	Risaralda - Saldaña	TOLIMA	AMBALEMA	-0.11	-0.1	9.3	46.07	56.66	44.64	0.48	0.39
14734	-74.775	4.825	Sogamoso - Lebrija - altiplano	TOLIMA	AMBALEMA	-0.02	0.02	9.3	50.94	48.86	52.36	0.62	0.44
14735	-74.725	4.825	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	BELTRÁN	-0.01	0.05	5.81	51.5	50	51.95	0.59	0.46
14736	-74.675	4.825	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	SAN JUAN DE RIOSECO	0	0.1	9.3	52.93	61.03	56.05	0.61	0.54
14737	-74.625	4.825	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	SAN JUAN DE RIOSECO	0.01	0.16	16.28	54.04	60.96	59.9	0.56	0.67
14738	-74.575	4.825	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	VIANÍ	0.07	0.22	5.81	56.26	58.13	59.84	0.52	0.7
14739	-74.525	4.825	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	BITUIMA	0.13	0.28	-9.3	59.25	53.42	59.28	0.54	0.68
14740	-74.475	4.825	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	ANOLAIMA	0.18	0.3	-37.21	59.58	53.66	64.07	0.55	0.81
14741	-74.425	4.825	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	ANOLAIMA	0.19	0.29	-2.33	59.03	54.55	64.29	0.68	0.65
14742	-74.375	4.825	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	FACATATIVÁ	0.18	0.28	2.33	58.91	58.44	65.26	0.67	0.69
14743	-74.325	4.825	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	FACATATIVÁ	0.19	0.25	16.28	57.7	56.17	64.77	0.68	0.65
14744	-74.275	4.825	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	FACATATIVÁ	0.21	0.22	12.79	57.81	58.77	60.88	0.64	0.6
14745	-74.225	4.825	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	MADRID	0.16	0.2	2.33	56.26	54.96	57.72	0.51	0.65
14746	-74.175	4.825	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	TENJO	0.16	0.24	5.81	58.69	58.77	60.55	0.58	0.66
14747	-74.125	4.825	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	TENJO	0.19	0.24	2.33	57.92	59.17	60.56	0.54	0.71
14748	-74.075	4.825	Sogamoso - Lebrija - altiplano	BOGOTÁ, D.C.	BOGOTÁ, D.C.	0.22	0.24	5.81	58.14	62.18	61.04	0.58	0.69
14749	-74.025	4.825	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	CHÍA	0.23	0.27	9.3	60.02	59.67	63.41	0.64	0.66
14750	-73.975	4.825	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	SOPÓ	0.18	0.22	12.79	57.25	62.68	60.16	0.59	0.64
14751	-73.925	4.825	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	GUASCA	0.22	0.28	5.81	59.47	58.44	61.2	0.66	0.6
14752	-73.875	4.825	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	GUASCA	0.24	0.31	9.3	61.57	62.68	66.34	0.66	0.71
14753	-73.825	4.825	Orinoquia occidental	CUNDINAMARCA	GUASCA	0.26	0.27	16.28	59.58	61.44	61.36	0.63	0.62
14754	-73.775	4.825	Orinoquia occidental	CUNDINAMARCA	GUASCA	0.24	0.23	2.33	58.03	56.83	57.07	0.54	0.61
14755	-73.725	4.825	Orinoquia occidental	CUNDINAMARCA	JUNÍN	0.2	0.18	19.77	57.81	53.9	56.33	0.63	0.49
14756	-73.675	4.825	Orinoquia occidental	CUNDINAMARCA	GACHETÁ	0.19	0.2	16.28	58.25	57.08	60.1	0.63	0.59
14757	-73.625	4.825	Orinoquia occidental	CUNDINAMARCA	GACHETÁ	0.2	0.22	19.77	58.58	58.31	57.98	0.6	0.58
14758	-73.575	4.825	Orinoquia occidental	CUNDINAMARCA	GACHETÁ	0.21	0.25	12.79	58.8	58.77	57.95	0.59	0.59
14759	-73.525	4.825	Orinoquia occidental	CUNDINAMARCA	UBALÁ	0.21	0.21	16.28	57.36	60.49	58.54	0.59	0.61
14760	-73.475	4.825	Orinoquia occidental	CUNDINAMARCA	UBALÁ	0.21	0.21	19.77	56.81	66.1	60.98	0.58	0.66
14761	-73.425	4.825	Orinoquia occidental	CUNDINAMARCA	UBALÁ	0.16	0.18	19.77	56.26	64.45	58.77	0.55	0.64
14762	-73.375	4.825	Orinoquia occidental	CUNDINAMARCA	UBALÁ	0.19	0.19	9.3	56.92	61.36	56.01	0.5	0.63
14763	-73.325	4.825	Orinoquia occidental	BOYACÁ	SANTA MARÍA	0.19	0.19	5.81	56.81	63.64	59.42	0.5	0.7
14764	-73.275	4.825	Orinoquia occidental	BOYACÁ	SANTA MARÍA	0.12	0.15	9.3	55.7	64.55	59.51	0.49	0.7
14765	-73.225	4.825	Orinoquia occidental	BOYACÁ	SANTA MARÍA	0.13	0.15	2.33	55.59	59.9	59.58	0.5	0.7
14766	-73.175	4.825	Orinoquia occidental	BOYACÁ	SAN LUIS DE GACENO	0.16	0.18	5.81	56.7	57.79	56.98	0.5	0.65
14767	-73.125	4.825	Orinoquia occidental	BOYACÁ	SAN LUIS DE GACENO	0.12	0.13	-2.33	54.6	54.71	54.71	0.45	0.65
14768	-73.075	4.825	Orinoquia occidental	BOYACÁ	SAN LUIS DE GACENO	0.16	0.14	9.3	54.6	59.01	56.49	0.5	0.65
14769	-73.025	4.825	Orinoquia occidental	CASANARE	SABANALARGA	0.18	0.15	9.3	55.59	63.39	58.77	0.56	0.64
14770	-72.975	4.825	Orinoquia occidental	CASANARE	SABANALARGA	0.2	0.18	5.81	56.26	61.54	58.7	0.56	0.65
14771	-72.925	4.825	Orinoquia occidental	CASANARE	MONTERREY	0.15	0.11	-9.3	53.93	58.05	55.61	0.49	0.65
14772	-72.875	4.825	Orinoquia occidental	CASANARE	MONTERREY	0.12	0.11	2.33	53.6	59.85	54.4	0.51	0.61
14773	-72.825	4.825	Orinoquia occidental	CASANARE	MONTERREY	0.13	0.11	9.3	53.6	63.84	54.56	0.5	0.61
14774	-72.775	4.825	Orinoquia occidental	CASANARE	MONTERREY	0.13	0.11	-2.33	53.93	59.11	55.77	0.49	0.64
14775	-72.725	4.825	Orinoquia occidental	CASANARE	TAURAMENA	0.12	0.1	-9.3	53.38	55.85	57.07	0.51	0.64
14776	-72.675	4.825	Orinoquia occidental	CASANARE	TAURAMENA	0.12	0.11	2.33	54.49	54.95	59.58	0.57	0.64
14777	-72.625	4.825	Orinoquia occidental	CASANARE	TAURAMENA	0.14	0.15	-9.3	55.26	54.95	57.14	0.52	0.64
14778	-72.575	4.825	Orinoquia occidental	CASANARE	MANÍ	0.08	0.11	-9.3	54.04	53.25	56.91	0.51	0.63
14779	-72.525	4.825	Orinoquia occidental	CASANARE	MANÍ	0.11	0.13	-9.3	54.6	55.11	57.95	0.52	0.65
14780	-72.475	4.825	Orinoquia occidental	CASANARE	MANÍ	0.11	0.13	2.33	54.6	55.29	55.37	0.49	0.63
14781	-72.425	4.825	Orinoquia occidental	CASANARE	MANÍ	0.19	0.17	5.81	55.92	54.71	59.42	0.59	0.63
14782	-72.375	4.825	Orinoquia occidental	CASANARE	MANÍ	0.15	0.15	2.33	54.93	55.53	58.21	0.53	0.65
14783	-72.325	4.825	Orinoquia occidental	CASANARE	MANÍ	0.14	0.12	5.81	54.49	55.21	56.03	0.53	0.6
14784	-72.275	4.825	Orinoquia occidental	CASANARE	MANÍ	0.15	0.12	2.33	54.49	54.71	56.98	0.54	0.61
14785	-72.225	4.825	Orinoquia occidental	CASANARE	MANÍ	0.19	0.16	-2.33	55.37	55.03	56.33	0.53	0.6
14786	-72.175	4.825	Orinoquia occidental	CASANARE	MANÍ	0.18	0.14	2.33	54.37	54.71	55.03	0.51	0.6
14787	-72.125	4.825	Orinoquia occidental	CASANARE	MANÍ	0.19	0.16	2.33	55.04	57.06	55.36	0.52	0.59
14788	-72.075	4.825	Orinoquia occidental	CASANARE	MANÍ	0.21	0.14	-2.33	54.37	57.47	54.55	0.52	0.57
14789	-72.025	4.825	Orinoquia occidental	CASANARE	MANÍ	0.21	0.14	-9.3	55.04	55.37	56.35	0.57	0.57
14790	-71.975	4.825	Orinoquia occidental	CASANARE	OROCUÉ	0.25	0.14	-30.23	54.49	55.07	55.56	0.55	0.57
14791	-71.925	4.825	Orinoquia occidental	CASANARE	OROCUÉ	0.26	0.15	-9.3	55.26	55.11	57.14	0.56	0.6
14792	-71.875	4.825	Orinoquia occidental	CASANARE	OROCUÉ	0.25	0.13	-2.33	54.49	55.03	56.33	0.53	0.6
14793	-71.825	4.825	Orinoquia occidental	CASANARE	OROCUÉ	0.21	0.1	5.81	53.27	56.83	56.26	0.57	0.56
14794	-71.775	4.825	Orinoquia occidental	CASANARE	OROCUÉ	0.2	0.08	2.33	52.71	57.03	56.54	0.57	0.56
14795	-71.725	4.825	Orinoquia occidental	CASANARE	OROCUÉ	0.11	0.07	-9.3	52.05	55.37	57	0.53	0.61
14796	-71.675	4.825	Orinoquia occidental	CASANARE	OROCUÉ	0.15	0.07	2.33	52.38	56.45	56.54	0.6	0.55
14797	-71.625	4.825	Orinoquia occidental	CASANARE	OROCUÉ	0.19	0.09	5.81	53.38	56.57	54.38	0.58	0.51
14798	-71.575	4.825	Orinoquia occidental	CASANARE	OROCUÉ	0.19	0.08	2.33	52.82	56.83	57.72	0.58	0.59
14799	-71.525	4.825	Orinoquia occidental	CASANARE	OROCUÉ	0.17	0.07	5.81	52.27	54.55	54.31	0.58	0.51
14800	-71.475	4.825	Orinoquia occidental	CASANARE	OROCUÉ	0.17	0.11	2.33	54.49	59.11	59.19	0.65	0.55
14801	-71.425	4.825	Orinoquia occidental	CASANARE	OROCUÉ	0.16	0.1	5.81	54.15	58.77	59.09	0.65	0.55
14802	-71.375	4.825	Orinoquia occidental	CASANARE	OROCUÉ	0.16	0.08	5.81	52.49	56.83	56.42	0.56	0.58
14803	-71.325	4.825	Orinoquia occidental	CASANARE	OROCUÉ	0.13	0.08	2.33	52.71	58.74	55.07	0.55	0.55
14804	-71.275	4.825	Orinoquia occidental	CASANARE	OROCUÉ	0.13	0.05	9.3	51.61	54.82	54.58	0.6	0.5
14805	-71.225	4.825	Orinoquia occidental	CASANARE	OROCUÉ	0.12	0.05	9.3	51.83	54.55	55.77	0.6	0.53
14806	-71.175	4.825	Orinoquia occidental	META	PUERTO GAITÁN	0.09	0.03	5.81	51.27	54.55	53.17	0.53	0.53
14807	-71.125	4.825	Orinoquia occidental	META	PUERTO GAITÁN	0.03	-0.04	-2.33	48.95	53.01	50.65	0.51	0.5
14808	-71.075	4.825	Orinoquia occidental	VICHADA	SANTA ROSALÍA	0.02	-0.06	5.81	48.5	54.55	53.33	0.55	0.52
14809	-71.025	4.825	Orinoquia occidental	VICHADA	SANTA ROSALÍA	0.06	-0.01	9.3	50.5	54.55	52.2	0.5	0.54
14810	-70.975	4.825	Orinoquia occidental	VICHADA	SANTA ROSALÍA	0.04	0.02	2.33	50.94	54.14	50.32	0.47	0.53
14811	-70.925	4.825	Orinoquia occidental	VICHADA	SANTA ROSALÍA	0.05	0.03	9.3	52.05	54.55	52.68	0.5	0.54
14812	-70.875	4.825	Orinoquia occidental	VICHADA	SANTA ROSALÍA	0.06	0.06	9.3	53.05	54.55	53.01	0.5	0.55
14813	-70.825	4.825	Orinoquia oriental	VICHADA	SANTA ROSALÍA	0.43	0.39	12.79	63.23	66.56	69.16	0.73	0.7
14814	-70.775	4.825	Orinoquia oriental	VICHADA	SANTA ROSALÍA	0.43	0.41	16.28	64.01	67.97	69.93	0.72	0.73
14815	-70.725	4.825	Orinoquia oriental	VICHADA	SANTA ROSALÍA	0.43	0.4	12.79	64.12	65.52	69.93	0.72	0.73
14816	-70.675	4.825	Orinoquia oriental	VICHADA	SANTA ROSALÍA	0.43	0.42	12.79	64.56	65.03	68.3	0.72	0.69
14817	-70.625	4.825	Orinoquia oriental	VICHADA	SANTA ROSALÍA	0.42	0.4	23.26	64.34	69.77	70.75	0.75	0.71
14818	-70.575	4.825	Orinoquia oriental	VICHADA	SANTA ROSALÍA	0.39	0.38	16.28	63.46	68.38	66.99	0.68	0.7
14819	-70.525	4.825	Orinoquia oriental	VICHADA	SANTA ROSALÍA	0.4	0.37	12.79	62.9	66.67	66.99	0.68	0.7
14820	-70.475	4.825	Orinoquia oriental	VICHADA	SANTA ROSALÍA	0.38	0.33	9.3	61.79	66.42	63.41	0.66	0.64
14821	-70.425	4.825	Orinoquia oriental	VICHADA	SANTA ROSALÍA	0.39	0.37	5.81	62.57	61.32	64.82	0.67	0.67
